reference_date,year,state_code,sex_code,age_group,census_basis,population_persons
2024-12-31,2024,10,M,90+,Census 2022 basis,3332
2024-12-31,2024,11,F,0-17,Census 2022 basis,296858
2024-12-31,2024,11,F,18-29,Census 2022 basis,270516
2024-12-31,2024,11,F,30-44,Census 2022 basis,440113
2024-12-31,2024,11,F,45-64,Census 2022 basis,464257
2024-12-31,2024,11,F,65-74,Census 2022 basis,184348
2024-12-31,2024,11,F,75-84,Census 2022 basis,143623
2024-12-31,2024,11,F,85-89,Census 2022 basis,51921
2024-12-31,2024,11,F,90+,Census 2022 basis,23370
2024-12-31,2024,11,M,0-17,Census 2022 basis,312741
2024-12-31,2024,11,M,18-29,Census 2022 basis,275814
2024-12-31,2024,11,M,30-44,Census 2022 basis,450973
2024-12-31,2024,11,M,45-64,Census 2022 basis,466575
2024-12-31,2024,11,M,65-74,Census 2022 basis,159208
2024-12-31,2024,11,M,75-84,Census 2022 basis,105184
2024-12-31,2024,11,M,85-89,Census 2022 basis,30191
2024-12-31,2024,11,M,90+,Census 2022 basis,9573
2024-12-31,2024,12,F,0-17,Census 2022 basis,200303
2024-12-31,2024,12,F,18-29,Census 2022 basis,113642
2024-12-31,2024,12,F,30-44,Census 2022 basis,229127
2024-12-31,2024,12,F,45-64,Census 2022 basis,376615
2024-12-31,2024,12,F,65-74,Census 2022 basis,188820
2024-12-31,2024,12,F,75-84,Census 2022 basis,118413
2024-12-31,2024,12,F,85-89,Census 2022 basis,49691
2024-12-31,2024,12,F,90+,Census 2022 basis,21358
2024-12-31,2024,12,M,0-17,Census 2022 basis,210794
2024-12-31,2024,12,M,18-29,Census 2022 basis,132109
2024-12-31,2024,12,M,30-44,Census 2022 basis,234743
2024-12-31,2024,12,M,45-64,Census 2022 basis,382011
2024-12-31,2024,12,M,65-74,Census 2022 basis,172805
2024-12-31,2024,12,M,75-84,Census 2022 basis,88855
2024-12-31,2024,12,M,85-89,Census 2022 basis,28645
2024-12-31,2024,12,M,90+,Census 2022 basis,8816
2024-12-31,2024,13,F,0-17,Census 2022 basis,117191
2024-12-31,2024,13,F,18-29,Census 2022 basis,76047
2024-12-31,2024,13,F,30-44,Census 2022 basis,135945
2024-12-31,2024,13,F,45-64,Census 2022 basis,225784
2024-12-31,2024,13,F,65-74,Census 2022 basis,129066
2024-12-31,2024,13,F,75-84,Census 2022 basis,73576
2024-12-31,2024,13,F,85-89,Census 2022 basis,31666
2024-12-31,2024,13,F,90+,Census 2022 basis,14002
2024-12-31,2024,13,M,0-17,Census 2022 basis,122750
2024-12-31,2024,13,M,18-29,Census 2022 basis,82929
2024-12-31,2024,13,M,30-44,Census 2022 basis,142125
2024-12-31,2024,13,M,45-64,Census 2022 basis,229499
2024-12-31,2024,13,M,65-74,Census 2022 basis,115855
2024-12-31,2024,13,M,75-84,Census 2022 basis,54667
2024-12-31,2024,13,M,85-89,Census 2022 basis,17153
2024-12-31,2024,13,M,90+,Census 2022 basis,5342
2024-12-31,2024,14,F,0-17,Census 2022 basis,313135
2024-12-31,2024,14,F,18-29,Census 2022 basis,217919
2024-12-31,2024,14,F,30-44,Census 2022 basis,361637
2024-12-31,2024,14,F,45-64,Census 2022 basis,531483
2024-12-31,2024,14,F,65-74,Census 2022 basis,292417
2024-12-31,2024,14,F,75-84,Census 2022 basis,211646
2024-12-31,2024,14,F,85-89,Census 2022 basis,84008
2024-12-31,2024,14,F,90+,Census 2022 basis,39170
2024-12-31,2024,14,M,0-17,Census 2022 basis,331850
2024-12-31,2024,14,M,18-29,Census 2022 basis,241036
2024-12-31,2024,14,M,30-44,Census 2022 basis,390471
2024-12-31,2024,14,M,45-64,Census 2022 basis,557124
2024-12-31,2024,14,M,65-74,Census 2022 basis,253515
2024-12-31,2024,14,M,75-84,Census 2022 basis,152403
2024-12-31,2024,14,M,85-89,Census 2022 basis,49086
2024-12-31,2024,14,M,90+,Census 2022 basis,15522
2024-12-31,2024,15,F,0-17,Census 2022 basis,153482
2024-12-31,2024,15,F,18-29,Census 2022 basis,103177
2024-12-31,2024,15,F,30-44,Census 2022 basis,180268
2024-12-31,2024,15,F,45-64,Census 2022 basis,301754
2024-12-31,2024,15,F,65-74,Census 2022 basis,169622
2024-12-31,2024,15,F,75-84,Census 2022 basis,115008
2024-12-31,2024,15,F,85-89,Census 2022 basis,44114
2024-12-31,2024,15,F,90+,Census 2022 basis,19518
2024-12-31,2024,15,M,0-17,Census 2022 basis,165812
2024-12-31,2024,15,M,18-29,Census 2022 basis,120240
2024-12-31,2024,15,M,30-44,Census 2022 basis,194324
2024-12-31,2024,15,M,45-64,Census 2022 basis,308869
2024-12-31,2024,15,M,65-74,Census 2022 basis,147028
2024-12-31,2024,15,M,75-84,Census 2022 basis,81538
2024-12-31,2024,15,M,85-89,Census 2022 basis,24014
2024-12-31,2024,15,M,90+,Census 2022 basis,6829
2024-12-31,2024,16,F,0-17,Census 2022 basis,156313
2024-12-31,2024,16,F,18-29,Census 2022 basis,103756
2024-12-31,2024,16,F,30-44,Census 2022 basis,177141
2024-12-31,2024,16,F,45-64,Census 2022 basis,292614
2024-12-31,2024,16,F,65-74,Census 2022 basis,164768
2024-12-31,2024,16,F,75-84,Census 2022 basis,108827
2024-12-31,2024,16,F,85-89,Census 2022 basis,41535
2024-12-31,2024,16,F,90+,Census 2022 basis,17473
2024-12-31,2024,16,M,0-17,Census 2022 basis,165030
2024-12-31,2024,16,M,18-29,Census 2022 basis,120294
2024-12-31,2024,16,M,30-44,Census 2022 basis,193448
2024-12-31,2024,16,M,45-64,Census 2022 basis,302677
2024-12-31,2024,16,M,65-74,Census 2022 basis,146188
2024-12-31,2024,16,M,75-84,Census 2022 basis,79887
2024-12-31,2024,16,M,85-89,Census 2022 basis,23669
2024-12-31,2024,16,M,90+,Census 2022 basis,6657
2025-12-31,2025,01,F,0-17,Census 2022 basis,232883
2025-12-31,2025,01,F,18-29,Census 2022 basis,175926
2025-12-31,2025,01,F,30-44,Census 2022 basis,268277
2025-12-31,2025,01,F,45-64,Census 2022 basis,433682
2025-12-31,2025,01,F,65-74,Census 2022 basis,187843
2025-12-31,2025,01,F,75-84,Census 2022 basis,135449
2025-12-31,2025,01,F,85-89,Census 2022 basis,53351
2025-12-31,2025,01,F,90+,Census 2022 basis,23731
2025-12-31,2025,01,M,0-17,Census 2022 basis,245390
2025-12-31,2025,01,M,18-29,Census 2022 basis,193414
2025-12-31,2025,01,M,30-44,Census 2022 basis,273958
2025-12-31,2025,01,M,45-64,Census 2022 basis,415238
2025-12-31,2025,01,M,65-74,Census 2022 basis,167629
2025-12-31,2025,01,M,75-84,Census 2022 basis,107231
2025-12-31,2025,01,M,85-89,Census 2022 basis,34079
2025-12-31,2025,01,M,90+,Census 2022 basis,10438
2025-12-31,2025,02,F,0-17,Census 2022 basis,152255
2025-12-31,2025,02,F,18-29,Census 2022 basis,147166
2025-12-31,2025,02,F,30-44,Census 2022 basis,215306
2025-12-31,2025,02,F,45-64,Census 2022 basis,245304
2025-12-31,2025,02,F,65-74,Census 2022 basis,88132
2025-12-31,2025,02,F,75-84,Census 2022 basis,66153
2025-12-31,2025,02,F,85-89,Census 2022 basis,26377
2025-12-31,2025,02,F,90+,Census 2022 basis,13064
2025-12-31,2025,02,M,0-17,Census 2022 basis,162569
2025-12-31,2025,02,M,18-29,Census 2022 basis,147427
2025-12-31,2025,02,M,30-44,Census 2022 basis,216959
2025-12-31,2025,02,M,45-64,Census 2022 basis,242877
2025-12-31,2025,02,M,65-74,Census 2022 basis,75913
2025-12-31,2025,02,M,75-84,Census 2022 basis,49321
2025-12-31,2025,02,M,85-89,Census 2022 basis,15471
2025-12-31,2025,02,M,90+,Census 2022 basis,5179
2025-12-31,2025,03,F,0-17,Census 2022 basis,652654
2025-12-31,2025,03,F,18-29,Census 2022 basis,495280
2025-12-31,2025,03,F,30-44,Census 2022 basis,728562
2025-12-31,2025,03,F,45-64,Census 2022 basis,1131165
2025-12-31,2025,03,F,65-74,Census 2022 basis,507732
2025-12-31,2025,03,F,75-84,Census 2022 basis,335582
2025-12-31,2025,03,F,85-89,Census 2022 basis,135743
2025-12-31,2025,03,F,90+,Census 2022 basis,63367
2025-12-31,2025,03,M,0-17,Census 2022 basis,689764
2025-12-31,2025,03,M,18-29,Census 2022 basis,544351
2025-12-31,2025,03,M,30-44,Census 2022 basis,764298
2025-12-31,2025,03,M,45-64,Census 2022 basis,1107692
2025-12-31,2025,03,M,65-74,Census 2022 basis,463183
2025-12-31,2025,03,M,75-84,Census 2022 basis,270623
2025-12-31,2025,03,M,85-89,Census 2022 basis,84162
2025-12-31,2025,03,M,90+,Census 2022 basis,26668
2025-12-31,2025,04,F,0-17,Census 2022 basis,58955
2025-12-31,2025,04,F,18-29,Census 2022 basis,53244
2025-12-31,2025,04,F,30-44,Census 2022 basis,70030
2025-12-31,2025,04,F,45-64,Census 2022 basis,90268
2025-12-31,2025,04,F,65-74,Census 2022 basis,39934
2025-12-31,2025,04,F,75-84,Census 2022 basis,28263
2025-12-31,2025,04,F,85-89,Census 2022 basis,10976
2025-12-31,2025,04,F,90+,Census 2022 basis,5153
2025-12-31,2025,04,M,0-17,Census 2022 basis,62400
2025-12-31,2025,04,M,18-29,Census 2022 basis,59213
2025-12-31,2025,04,M,30-44,Census 2022 basis,75233
2025-12-31,2025,04,M,45-64,Census 2022 basis,89567
2025-12-31,2025,04,M,65-74,Census 2022 basis,33800
2025-12-31,2025,04,M,75-84,Census 2022 basis,21304
2025-12-31,2025,04,M,85-89,Census 2022 basis,6515
2025-12-31,2025,04,M,90+,Census 2022 basis,2060
2025-12-31,2025,05,F,0-17,Census 2022 basis,1478239
2025-12-31,2025,05,F,18-29,Census 2022 basis,1163025
2025-12-31,2025,05,F,30-44,Census 2022 basis,1721641
2025-12-31,2025,05,F,45-64,Census 2022 basis,2514463
2025-12-31,2025,05,F,65-74,Census 2022 basis,1111547
2025-12-31,2025,05,F,75-84,Census 2022 basis,714975
2025-12-31,2025,05,F,85-89,Census 2022 basis,291203
2025-12-31,2025,05,F,90+,Census 2022 basis,142323
2025-12-31,2025,05,M,0-17,Census 2022 basis,1565877
2025-12-31,2025,05,M,18-29,Census 2022 basis,1261194
2025-12-31,2025,05,M,30-44,Census 2022 basis,1782797
2025-12-31,2025,05,M,45-64,Census 2022 basis,2461496
2025-12-31,2025,05,M,65-74,Census 2022 basis,995451
2025-12-31,2025,05,M,75-84,Census 2022 basis,548326
2025-12-31,2025,05,M,85-89,Census 2022 basis,174056
2025-12-31,2025,05,M,90+,Census 2022 basis,59601
2025-12-31,2025,06,F,0-17,Census 2022 basis,517844
2025-12-31,2025,06,F,18-29,Census 2022 basis,407764
2025-12-31,2025,06,F,30-44,Census 2022 basis,609285
2025-12-31,2025,06,F,45-64,Census 2022 basis,880727
2025-12-31,2025,06,F,65-74,Census 2022 basis,371863
2025-12-31,2025,06,F,75-84,Census 2022 basis,251090
2025-12-31,2025,06,F,85-89,Census 2022 basis,96833
2025-12-31,2025,06,F,90+,Census 2022 basis,45033
2025-12-31,2025,06,M,0-17,Census 2022 basis,543191
2025-12-31,2025,06,M,18-29,Census 2022 basis,446409
2025-12-31,2025,06,M,30-44,Census 2022 basis,627283
2025-12-31,2025,06,M,45-64,Census 2022 basis,863286
2025-12-31,2025,06,M,65-74,Census 2022 basis,337169
2025-12-31,2025,06,M,75-84,Census 2022 basis,199762
2025-12-31,2025,06,M,85-89,Census 2022 basis,60929
2025-12-31,2025,06,M,90+,Census 2022 basis,20126
2025-12-31,2025,07,F,0-17,Census 2022 basis,335597
2025-12-31,2025,07,F,18-29,Census 2022 basis,246768
2025-12-31,2025,07,F,30-44,Census 2022 basis,383263
2025-12-31,2025,07,F,45-64,Census 2022 basis,578767
2025-12-31,2025,07,F,65-74,Census 2022 basis,273635
2025-12-31,2025,07,F,75-84,Census 2022 basis,165366
2025-12-31,2025,07,F,85-89,Census 2022 basis,66776
2025-12-31,2025,07,F,90+,Census 2022 basis,32057
2025-12-31,2025,07,M,0-17,Census 2022 basis,353886
2025-12-31,2025,07,M,18-29,Census 2022 basis,272931
2025-12-31,2025,07,M,30-44,Census 2022 basis,402980
2025-12-31,2025,07,M,45-64,Census 2022 basis,569025
2025-12-31,2025,07,M,65-74,Census 2022 basis,253076
2025-12-31,2025,07,M,75-84,Census 2022 basis,133659
2025-12-31,2025,07,M,85-89,Census 2022 basis,41165
2025-12-31,2025,07,M,90+,Census 2022 basis,14071
2025-12-31,2025,08,F,0-17,Census 2022 basis,942984
2025-12-31,2025,08,F,18-29,Census 2022 basis,737508
2025-12-31,2025,08,F,30-44,Census 2022 basis,1083852
2025-12-31,2025,08,F,45-64,Census 2022 basis,1536736
2025-12-31,2025,08,F,65-74,Census 2022 basis,667109
2025-12-31,2025,08,F,75-84,Census 2022 basis,435504
2025-12-31,2025,08,F,85-89,Census 2022 basis,177933
2025-12-31,2025,08,F,90+,Census 2022 basis,83591
2025-12-31,2025,08,M,0-17,Census 2022 basis,992200
2025-12-31,2025,08,M,18-29,Census 2022 basis,813596
2025-12-31,2025,08,M,30-44,Census 2022 basis,1137450
2025-12-31,2025,08,M,45-64,Census 2022 basis,1522549
2025-12-31,2025,08,M,65-74,Census 2022 basis,607002
2025-12-31,2025,08,M,75-84,Census 2022 basis,347081
2025-12-31,2025,08,M,85-89,Census 2022 basis,113705
2025-12-31,2025,08,M,90+,Census 2022 basis,39961
2025-12-31,2025,09,F,0-17,Census 2022 basis,1082546
2025-12-31,2025,09,F,18-29,Census 2022 basis,842196
2025-12-31,2025,09,F,30-44,Census 2022 basis,1293654
2025-12-31,2025,09,F,45-64,Census 2022 basis,1847758
2025-12-31,2025,09,F,65-74,Census 2022 basis,787822
2025-12-31,2025,09,F,75-84,Census 2022 basis,525984
2025-12-31,2025,09,F,85-89,Census 2022 basis,206528
2025-12-31,2025,09,F,90+,Census 2022 basis,92924
2025-12-31,2025,09,M,0-17,Census 2022 basis,1143720
2025-12-31,2025,09,M,18-29,Census 2022 basis,936124
2025-12-31,2025,09,M,30-44,Census 2022 basis,1355880
2025-12-31,2025,09,M,45-64,Census 2022 basis,1828165
2025-12-31,2025,09,M,65-74,Census 2022 basis,715036
2025-12-31,2025,09,M,75-84,Census 2022 basis,416853
2025-12-31,2025,09,M,85-89,Census 2022 basis,129548
2025-12-31,2025,09,M,90+,Census 2022 basis,40765
2025-12-31,2025,10,F,0-17,Census 2022 basis,75193
2025-12-31,2025,10,F,18-29,Census 2022 basis,58464
2025-12-31,2025,10,F,30-44,Census 2022 basis,91873
2025-12-31,2025,10,F,45-64,Census 2022 basis,141031
2025-12-31,2025,10,F,65-74,Census 2022 basis,73635
2025-12-31,2025,10,F,75-84,Census 2022 basis,43732
2025-12-31,2025,10,F,85-89,Census 2022 basis,18383
2025-12-31,2025,10,F,90+,Census 2022 basis,8639
2025-12-31,2025,10,M,0-17,Census 2022 basis,80196
2025-12-31,2025,10,M,18-29,Census 2022 basis,64880
2025-12-31,2025,10,M,30-44,Census 2022 basis,97563
2025-12-31,2025,10,M,45-64,Census 2022 basis,137196
2025-12-31,2025,10,M,65-74,Census 2022 basis,67789
2025-12-31,2025,10,M,75-84,Census 2022 basis,34588
2025-12-31,2025,10,M,85-89,Census 2022 basis,10560
2025-12-31,2025,10,M,90+,Census 2022 basis,3620
2025-12-31,2025,11,F,0-17,Census 2022 basis,295115
2025-12-31,2025,11,F,18-29,Census 2022 basis,274932
2025-12-31,2025,11,F,30-44,Census 2022 basis,440365
2025-12-31,2025,11,F,45-64,Census 2022 basis,464370
2025-12-31,2025,11,F,65-74,Census 2022 basis,185173
2025-12-31,2025,11,F,75-84,Census 2022 basis,141698
2025-12-31,2025,11,F,85-89,Census 2022 basis,54337
2025-12-31,2025,11,F,90+,Census 2022 basis,25522
2025-12-31,2025,11,M,0-17,Census 2022 basis,309851
2025-12-31,2025,11,M,18-29,Census 2022 basis,283327
2025-12-31,2025,11,M,30-44,Census 2022 basis,451667
2025-12-31,2025,11,M,45-64,Census 2022 basis,465611
2025-12-31,2025,11,M,65-74,Census 2022 basis,162347
2025-12-31,2025,11,M,75-84,Census 2022 basis,103352
2025-12-31,2025,11,M,85-89,Census 2022 basis,32048
2025-12-31,2025,11,M,90+,Census 2022 basis,10862
2025-12-31,2025,12,F,0-17,Census 2022 basis,197823
2025-12-31,2025,12,F,18-29,Census 2022 basis,117315
2025-12-31,2025,12,F,30-44,Census 2022 basis,223365
2025-12-31,2025,12,F,45-64,Census 2022 basis,371535
2025-12-31,2025,12,F,65-74,Census 2022 basis,193531
2025-12-31,2025,12,F,75-84,Census 2022 basis,116536
2025-12-31,2025,12,F,85-89,Census 2022 basis,52126
2025-12-31,2025,12,F,90+,Census 2022 basis,23462
2025-12-31,2025,12,M,0-17,Census 2022 basis,208266
2025-12-31,2025,12,M,18-29,Census 2022 basis,136163
2025-12-31,2025,12,M,30-44,Census 2022 basis,228233
2025-12-31,2025,12,M,45-64,Census 2022 basis,377676
2025-12-31,2025,12,M,65-74,Census 2022 basis,176882
2025-12-31,2025,12,M,75-84,Census 2022 basis,88538
2025-12-31,2025,12,M,85-89,Census 2022 basis,30607
2025-12-31,2025,12,M,90+,Census 2022 basis,9831
2025-12-31,2025,13,F,0-17,Census 2022 basis,115707
2025-12-31,2025,13,F,18-29,Census 2022 basis,78464
2025-12-31,2025,13,F,30-44,Census 2022 basis,132511
2025-12-31,2025,13,F,45-64,Census 2022 basis,222878
2025-12-31,2025,13,F,65-74,Census 2022 basis,132588
2025-12-31,2025,13,F,75-84,Census 2022 basis,73384
2025-12-31,2025,13,F,85-89,Census 2022 basis,32882
2025-12-31,2025,13,F,90+,Census 2022 basis,15081
2025-12-31,2025,13,M,0-17,Census 2022 basis,120898
2025-12-31,2025,13,M,18-29,Census 2022 basis,85937
2025-12-31,2025,13,M,30-44,Census 2022 basis,137991
2025-12-31,2025,13,M,45-64,Census 2022 basis,226832
2025-12-31,2025,13,M,65-74,Census 2022 basis,118613
2025-12-31,2025,13,M,75-84,Census 2022 basis,55761
2025-12-31,2025,13,M,85-89,Census 2022 basis,18179
2025-12-31,2025,13,M,90+,Census 2022 basis,5979
2025-12-31,2025,14,F,0-17,Census 2022 basis,307652
2025-12-31,2025,14,F,18-29,Census 2022 basis,224777
2025-12-31,2025,14,F,30-44,Census 2022 basis,352487
2025-12-31,2025,14,F,45-64,Census 2022 basis,526760
2025-12-31,2025,14,F,65-74,Census 2022 basis,292287
2025-12-31,2025,14,F,75-84,Census 2022 basis,209575
2025-12-31,2025,14,F,85-89,Census 2022 basis,88387
2025-12-31,2025,14,F,90+,Census 2022 basis,41723
2025-12-31,2025,14,M,0-17,Census 2022 basis,325472
2025-12-31,2025,14,M,18-29,Census 2022 basis,248371
2025-12-31,2025,14,M,30-44,Census 2022 basis,379322
2025-12-31,2025,14,M,45-64,Census 2022 basis,554073
2025-12-31,2025,14,M,65-74,Census 2022 basis,253911
2025-12-31,2025,14,M,75-84,Census 2022 basis,151913
2025-12-31,2025,14,M,85-89,Census 2022 basis,52373
2025-12-31,2025,14,M,90+,Census 2022 basis,17516
2025-12-31,2025,15,F,0-17,Census 2022 basis,150782
2025-12-31,2025,15,F,18-29,Census 2022 basis,106145
2025-12-31,2025,15,F,30-44,Census 2022 basis,175223
2025-12-31,2025,15,F,45-64,Census 2022 basis,295901
2025-12-31,2025,15,F,65-74,Census 2022 basis,170705
2025-12-31,2025,15,F,75-84,Census 2022 basis,113180
2025-12-31,2025,15,F,85-89,Census 2022 basis,46115
2025-12-31,2025,15,F,90+,Census 2022 basis,20849
2025-12-31,2025,15,M,0-17,Census 2022 basis,162832
2025-12-31,2025,15,M,18-29,Census 2022 basis,123954
2025-12-31,2025,15,M,30-44,Census 2022 basis,188650
2025-12-31,2025,15,M,45-64,Census 2022 basis,303313
2025-12-31,2025,15,M,65-74,Census 2022 basis,148293
2025-12-31,2025,15,M,75-84,Census 2022 basis,81155
2025-12-31,2025,15,M,85-89,Census 2022 basis,25637
2025-12-31,2025,15,M,90+,Census 2022 basis,7518
2025-12-31,2025,16,F,0-17,Census 2022 basis,152423
2025-12-31,2025,16,F,18-29,Census 2022 basis,105412
2025-12-31,2025,16,F,30-44,Census 2022 basis,171026
2025-12-31,2025,16,F,45-64,Census 2022 basis,287224
2025-12-31,2025,16,F,65-74,Census 2022 basis,165593
2025-12-31,2025,16,F,75-84,Census 2022 basis,107314
2025-12-31,2025,16,F,85-89,Census 2022 basis,44392
2025-12-31,2025,16,F,90+,Census 2022 basis,18693
2025-12-31,2025,16,M,0-17,Census 2022 basis,160800
2025-12-31,2025,16,M,18-29,Census 2022 basis,121626
2025-12-31,2025,16,M,30-44,Census 2022 basis,186121
2025-12-31,2025,16,M,45-64,Census 2022 basis,298197
2025-12-31,2025,16,M,65-74,Census 2022 basis,147398
2025-12-31,2025,16,M,75-84,Census 2022 basis,79811
2025-12-31,2025,16,M,85-89,Census 2022 basis,25528
2025-12-31,2025,16,M,90+,Census 2022 basis,7388
