reference_date,year,state_code,sex_code,age_group,census_basis,population_persons
2022-12-31,2022,13,M,75-84,Census 2022 basis,57016
2022-12-31,2022,13,M,85-89,Census 2022 basis,14743
2022-12-31,2022,13,M,90+,Census 2022 basis,4629
2022-12-31,2022,14,F,0-17,Census 2022 basis,318954
2022-12-31,2022,14,F,18-29,Census 2022 basis,203498
2022-12-31,2022,14,F,30-44,Census 2022 basis,376617
2022-12-31,2022,14,F,45-64,Census 2022 basis,541217
2022-12-31,2022,14,F,65-74,Census 2022 basis,283670
2022-12-31,2022,14,F,75-84,Census 2022 basis,226190
2022-12-31,2022,14,F,85-89,Census 2022 basis,73027
2022-12-31,2022,14,F,90+,Census 2022 basis,36844
2022-12-31,2022,14,M,0-17,Census 2022 basis,336384
2022-12-31,2022,14,M,18-29,Census 2022 basis,222989
2022-12-31,2022,14,M,30-44,Census 2022 basis,406199
2022-12-31,2022,14,M,45-64,Census 2022 basis,561649
2022-12-31,2022,14,M,65-74,Census 2022 basis,245808
2022-12-31,2022,14,M,75-84,Census 2022 basis,161792
2022-12-31,2022,14,M,85-89,Census 2022 basis,41803
2022-12-31,2022,14,M,90+,Census 2022 basis,13326
2022-12-31,2022,15,F,0-17,Census 2022 basis,155398
2022-12-31,2022,15,F,18-29,Census 2022 basis,97431
2022-12-31,2022,15,F,30-44,Census 2022 basis,187824
2022-12-31,2022,15,F,45-64,Census 2022 basis,313384
2022-12-31,2022,15,F,65-74,Census 2022 basis,163601
2022-12-31,2022,15,F,75-84,Census 2022 basis,122441
2022-12-31,2022,15,F,85-89,Census 2022 basis,38837
2022-12-31,2022,15,F,90+,Census 2022 basis,18617
2022-12-31,2022,15,M,0-17,Census 2022 basis,168054
2022-12-31,2022,15,M,18-29,Census 2022 basis,109634
2022-12-31,2022,15,M,30-44,Census 2022 basis,202324
2022-12-31,2022,15,M,45-64,Census 2022 basis,317686
2022-12-31,2022,15,M,65-74,Census 2022 basis,141963
2022-12-31,2022,15,M,75-84,Census 2022 basis,86464
2022-12-31,2022,15,M,85-89,Census 2022 basis,20465
2022-12-31,2022,15,M,90+,Census 2022 basis,6116
2022-12-31,2022,16,F,0-17,Census 2022 basis,159610
2022-12-31,2022,16,F,18-29,Census 2022 basis,99458
2022-12-31,2022,16,F,30-44,Census 2022 basis,186483
2022-12-31,2022,16,F,45-64,Census 2022 basis,303016
2022-12-31,2022,16,F,65-74,Census 2022 basis,158299
2022-12-31,2022,16,F,75-84,Census 2022 basis,115168
2022-12-31,2022,16,F,85-89,Census 2022 basis,35298
2022-12-31,2022,16,F,90+,Census 2022 basis,16565
2022-12-31,2022,16,M,0-17,Census 2022 basis,168761
2022-12-31,2022,16,M,18-29,Census 2022 basis,112154
2022-12-31,2022,16,M,30-44,Census 2022 basis,203418
2022-12-31,2022,16,M,45-64,Census 2022 basis,310716
2022-12-31,2022,16,M,65-74,Census 2022 basis,141109
2022-12-31,2022,16,M,75-84,Census 2022 basis,83437
2022-12-31,2022,16,M,85-89,Census 2022 basis,19502
2022-12-31,2022,16,M,90+,Census 2022 basis,5836
2023-12-31,2023,01,F,0-17,Census 2022 basis,235032
2023-12-31,2023,01,F,18-29,Census 2022 basis,176068
2023-12-31,2023,01,F,30-44,Census 2022 basis,268104
2023-12-31,2023,01,F,45-64,Census 2022 basis,440484
2023-12-31,2023,01,F,65-74,Census 2022 basis,180153
2023-12-31,2023,01,F,75-84,Census 2022 basis,141048
2023-12-31,2023,01,F,85-89,Census 2022 basis,47753
2023-12-31,2023,01,F,90+,Census 2022 basis,20672
2023-12-31,2023,01,M,0-17,Census 2022 basis,248118
2023-12-31,2023,01,M,18-29,Census 2022 basis,192114
2023-12-31,2023,01,M,30-44,Census 2022 basis,269898
2023-12-31,2023,01,M,45-64,Census 2022 basis,423677
2023-12-31,2023,01,M,65-74,Census 2022 basis,161180
2023-12-31,2023,01,M,75-84,Census 2022 basis,110724
2023-12-31,2023,01,M,85-89,Census 2022 basis,29866
2023-12-31,2023,01,M,90+,Census 2022 basis,8311
2023-12-31,2023,02,F,0-17,Census 2022 basis,152103
2023-12-31,2023,02,F,18-29,Census 2022 basis,144534
2023-12-31,2023,02,F,30-44,Census 2022 basis,214686
2023-12-31,2023,02,F,45-64,Census 2022 basis,243390
2023-12-31,2023,02,F,65-74,Census 2022 basis,85248
2023-12-31,2023,02,F,75-84,Census 2022 basis,69520
2023-12-31,2023,02,F,85-89,Census 2022 basis,24242
2023-12-31,2023,02,F,90+,Census 2022 basis,11619
2023-12-31,2023,02,M,0-17,Census 2022 basis,163481
2023-12-31,2023,02,M,18-29,Census 2022 basis,143859
2023-12-31,2023,02,M,30-44,Census 2022 basis,214377
2023-12-31,2023,02,M,45-64,Census 2022 basis,242131
2023-12-31,2023,02,M,65-74,Census 2022 basis,72650
2023-12-31,2023,02,M,75-84,Census 2022 basis,51545
2023-12-31,2023,02,M,85-89,Census 2022 basis,13792
2023-12-31,2023,02,M,90+,Census 2022 basis,4419
2023-12-31,2023,03,F,0-17,Census 2022 basis,655696
2023-12-31,2023,03,F,18-29,Census 2022 basis,501092
2023-12-31,2023,03,F,30-44,Census 2022 basis,727625
2023-12-31,2023,03,F,45-64,Census 2022 basis,1158501
2023-12-31,2023,03,F,65-74,Census 2022 basis,487074
2023-12-31,2023,03,F,75-84,Census 2022 basis,345891
2023-12-31,2023,03,F,85-89,Census 2022 basis,124136
2023-12-31,2023,03,F,90+,Census 2022 basis,56977
2023-12-31,2023,03,M,0-17,Census 2022 basis,693779
2023-12-31,2023,03,M,18-29,Census 2022 basis,547007
2023-12-31,2023,03,M,30-44,Census 2022 basis,755350
2023-12-31,2023,03,M,45-64,Census 2022 basis,1138530
2023-12-31,2023,03,M,65-74,Census 2022 basis,445998
2023-12-31,2023,03,M,75-84,Census 2022 basis,272956
2023-12-31,2023,03,M,85-89,Census 2022 basis,75005
2023-12-31,2023,03,M,90+,Census 2022 basis,22518
2023-12-31,2023,04,F,0-17,Census 2022 basis,59102
2023-12-31,2023,04,F,18-29,Census 2022 basis,52410
2023-12-31,2023,04,F,30-44,Census 2022 basis,69166
2023-12-31,2023,04,F,45-64,Census 2022 basis,91768
2023-12-31,2023,04,F,65-74,Census 2022 basis,38926
2023-12-31,2023,04,F,75-84,Census 2022 basis,29268
2023-12-31,2023,04,F,85-89,Census 2022 basis,10287
2023-12-31,2023,04,F,90+,Census 2022 basis,4584
2023-12-31,2023,04,M,0-17,Census 2022 basis,62769
2023-12-31,2023,04,M,18-29,Census 2022 basis,57763
2023-12-31,2023,04,M,30-44,Census 2022 basis,73323
2023-12-31,2023,04,M,45-64,Census 2022 basis,90649
2023-12-31,2023,04,M,65-74,Census 2022 basis,33178
2023-12-31,2023,04,M,75-84,Census 2022 basis,21958
2023-12-31,2023,04,M,85-89,Census 2022 basis,5849
2023-12-31,2023,04,M,90+,Census 2022 basis,1655
2023-12-31,2023,05,F,0-17,Census 2022 basis,1485686
2023-12-31,2023,05,F,18-29,Census 2022 basis,1171351
2023-12-31,2023,05,F,30-44,Census 2022 basis,1719347
2023-12-31,2023,05,F,45-64,Census 2022 basis,2577475
2023-12-31,2023,05,F,65-74,Census 2022 basis,1065324
2023-12-31,2023,05,F,75-84,Census 2022 basis,739638
2023-12-31,2023,05,F,85-89,Census 2022 basis,270551
2023-12-31,2023,05,F,90+,Census 2022 basis,129112
2023-12-31,2023,05,M,0-17,Census 2022 basis,1573607
2023-12-31,2023,05,M,18-29,Census 2022 basis,1270732
2023-12-31,2023,05,M,30-44,Census 2022 basis,1767114
2023-12-31,2023,05,M,45-64,Census 2022 basis,2533881
2023-12-31,2023,05,M,65-74,Census 2022 basis,949514
2023-12-31,2023,05,M,75-84,Census 2022 basis,555291
2023-12-31,2023,05,M,85-89,Census 2022 basis,157727
2023-12-31,2023,05,M,90+,Census 2022 basis,51170
2023-12-31,2023,06,F,0-17,Census 2022 basis,520347
2023-12-31,2023,06,F,18-29,Census 2022 basis,406519
2023-12-31,2023,06,F,30-44,Census 2022 basis,611841
2023-12-31,2023,06,F,45-64,Census 2022 basis,893938
2023-12-31,2023,06,F,65-74,Census 2022 basis,359689
2023-12-31,2023,06,F,75-84,Census 2022 basis,255812
2023-12-31,2023,06,F,85-89,Census 2022 basis,87413
2023-12-31,2023,06,F,90+,Census 2022 basis,40634
2023-12-31,2023,06,M,0-17,Census 2022 basis,545864
2023-12-31,2023,06,M,18-29,Census 2022 basis,444421
2023-12-31,2023,06,M,30-44,Census 2022 basis,623140
2023-12-31,2023,06,M,45-64,Census 2022 basis,881650
2023-12-31,2023,06,M,65-74,Census 2022 basis,324787
2023-12-31,2023,06,M,75-84,Census 2022 basis,200844
2023-12-31,2023,06,M,85-89,Census 2022 basis,53394
2023-12-31,2023,06,M,90+,Census 2022 basis,17253
2023-12-31,2023,07,F,0-17,Census 2022 basis,335083
2023-12-31,2023,07,F,18-29,Census 2022 basis,250293
2023-12-31,2023,07,F,30-44,Census 2022 basis,383429
2023-12-31,2023,07,F,45-64,Census 2022 basis,595331
2023-12-31,2023,07,F,65-74,Census 2022 basis,262923
2023-12-31,2023,07,F,75-84,Census 2022 basis,166684
2023-12-31,2023,07,F,85-89,Census 2022 basis,61109
2023-12-31,2023,07,F,90+,Census 2022 basis,29465
2023-12-31,2023,07,M,0-17,Census 2022 basis,354022
2023-12-31,2023,07,M,18-29,Census 2022 basis,276094
2023-12-31,2023,07,M,30-44,Census 2022 basis,399551
2023-12-31,2023,07,M,45-64,Census 2022 basis,587311
2023-12-31,2023,07,M,65-74,Census 2022 basis,243803
2023-12-31,2023,07,M,75-84,Census 2022 basis,130751
2023-12-31,2023,07,M,85-89,Census 2022 basis,37250
2023-12-31,2023,07,M,90+,Census 2022 basis,12064
2023-12-31,2023,08,F,0-17,Census 2022 basis,948421
2023-12-31,2023,08,F,18-29,Census 2022 basis,744086
2023-12-31,2023,08,F,30-44,Census 2022 basis,1085093
2023-12-31,2023,08,F,45-64,Census 2022 basis,1565153
2023-12-31,2023,08,F,65-74,Census 2022 basis,635831
2023-12-31,2023,08,F,75-84,Census 2022 basis,445775
2023-12-31,2023,08,F,85-89,Census 2022 basis,159721
2023-12-31,2023,08,F,90+,Census 2022 basis,74578
2023-12-31,2023,08,M,0-17,Census 2022 basis,997082
2023-12-31,2023,08,M,18-29,Census 2022 basis,825981
2023-12-31,2023,08,M,30-44,Census 2022 basis,1131860
2023-12-31,2023,08,M,45-64,Census 2022 basis,1556751
2023-12-31,2023,08,M,65-74,Census 2022 basis,575345
2023-12-31,2023,08,M,75-84,Census 2022 basis,350322
2023-12-31,2023,08,M,85-89,Census 2022 basis,101040
2023-12-31,2023,08,M,90+,Census 2022 basis,33701
2023-12-31,2023,09,F,0-17,Census 2022 basis,1080516
2023-12-31,2023,09,F,18-29,Census 2022 basis,843559
2023-12-31,2023,09,F,30-44,Census 2022 basis,1292464
2023-12-31,2023,09,F,45-64,Census 2022 basis,1872810
2023-12-31,2023,09,F,65-74,Census 2022 basis,749698
2023-12-31,2023,09,F,75-84,Census 2022 basis,540562
2023-12-31,2023,09,F,85-89,Census 2022 basis,181192
2023-12-31,2023,09,F,90+,Census 2022 basis,84331
2023-12-31,2023,09,M,0-17,Census 2022 basis,1142442
2023-12-31,2023,09,M,18-29,Census 2022 basis,934448
2023-12-31,2023,09,M,30-44,Census 2022 basis,1348417
2023-12-31,2023,09,M,45-64,Census 2022 basis,1860554
2023-12-31,2023,09,M,65-74,Census 2022 basis,677463
2023-12-31,2023,09,M,75-84,Census 2022 basis,422829
2023-12-31,2023,09,M,85-89,Census 2022 basis,110302
2023-12-31,2023,09,M,90+,Census 2022 basis,34839
2023-12-31,2023,10,F,0-17,Census 2022 basis,75270
2023-12-31,2023,10,F,18-29,Census 2022 basis,59795
2023-12-31,2023,10,F,30-44,Census 2022 basis,92121
2023-12-31,2023,10,F,45-64,Census 2022 basis,146918
2023-12-31,2023,10,F,65-74,Census 2022 basis,71295
2023-12-31,2023,10,F,75-84,Census 2022 basis,44225
2023-12-31,2023,10,F,85-89,Census 2022 basis,17208
2023-12-31,2023,10,F,90+,Census 2022 basis,8086
2023-12-31,2023,10,M,0-17,Census 2022 basis,80475
2023-12-31,2023,10,M,18-29,Census 2022 basis,65832
2023-12-31,2023,10,M,30-44,Census 2022 basis,97317
2023-12-31,2023,10,M,45-64,Census 2022 basis,143592
2023-12-31,2023,10,M,65-74,Census 2022 basis,65652
2023-12-31,2023,10,M,75-84,Census 2022 basis,33333
2023-12-31,2023,10,M,85-89,Census 2022 basis,9758
2023-12-31,2023,10,M,90+,Census 2022 basis,3170
2023-12-31,2023,11,F,0-17,Census 2022 basis,296896
2023-12-31,2023,11,F,18-29,Census 2022 basis,265411
2023-12-31,2023,11,F,30-44,Census 2022 basis,438427
2023-12-31,2023,11,F,45-64,Census 2022 basis,465014
2023-12-31,2023,11,F,65-74,Census 2022 basis,182741
2023-12-31,2023,11,F,75-84,Census 2022 basis,146451
2023-12-31,2023,11,F,85-89,Census 2022 basis,49511
2023-12-31,2023,11,F,90+,Census 2022 basis,21521
2023-12-31,2023,11,M,0-17,Census 2022 basis,311553
2023-12-31,2023,11,M,18-29,Census 2022 basis,266883
2023-12-31,2023,11,M,30-44,Census 2022 basis,448299
2023-12-31,2023,11,M,45-64,Census 2022 basis,468947
2023-12-31,2023,11,M,65-74,Census 2022 basis,156749
2023-12-31,2023,11,M,75-84,Census 2022 basis,107077
2023-12-31,2023,11,M,85-89,Census 2022 basis,28502
2023-12-31,2023,11,M,90+,Census 2022 basis,8399
2023-12-31,2023,12,F,0-17,Census 2022 basis,201131
2023-12-31,2023,12,F,18-29,Census 2022 basis,109846
2023-12-31,2023,12,F,30-44,Census 2022 basis,233504
2023-12-31,2023,12,F,45-64,Census 2022 basis,381665
2023-12-31,2023,12,F,65-74,Census 2022 basis,182497
2023-12-31,2023,12,F,75-84,Census 2022 basis,122387
2023-12-31,2023,12,F,85-89,Census 2022 basis,46545
2023-12-31,2023,12,F,90+,Census 2022 basis,19625
2023-12-31,2023,12,M,0-17,Census 2022 basis,211513
2023-12-31,2023,12,M,18-29,Census 2022 basis,126964
2023-12-31,2023,12,M,30-44,Census 2022 basis,239724
2023-12-31,2023,12,M,45-64,Census 2022 basis,386634
2023-12-31,2023,12,M,65-74,Census 2022 basis,167092
2023-12-31,2023,12,M,75-84,Census 2022 basis,90921
2023-12-31,2023,12,M,85-89,Census 2022 basis,26578
2023-12-31,2023,12,M,90+,Census 2022 basis,7838
2023-12-31,2023,13,F,0-17,Census 2022 basis,118371
2023-12-31,2023,13,F,18-29,Census 2022 basis,73939
2023-12-31,2023,13,F,30-44,Census 2022 basis,139544
2023-12-31,2023,13,F,45-64,Census 2022 basis,229767
2023-12-31,2023,13,F,65-74,Census 2022 basis,124828
2023-12-31,2023,13,F,75-84,Census 2022 basis,75945
2023-12-31,2023,13,F,85-89,Census 2022 basis,29960
2023-12-31,2023,13,F,90+,Census 2022 basis,13025
2023-12-31,2023,13,M,0-17,Census 2022 basis,124109
2023-12-31,2023,13,M,18-29,Census 2022 basis,79953
2023-12-31,2023,13,M,30-44,Census 2022 basis,146766
2023-12-31,2023,13,M,45-64,Census 2022 basis,233066
2023-12-31,2023,13,M,65-74,Census 2022 basis,112543
2023-12-31,2023,13,M,75-84,Census 2022 basis,55394
2023-12-31,2023,13,M,85-89,Census 2022 basis,16031
2023-12-31,2023,13,M,90+,Census 2022 basis,4800
2023-12-31,2023,14,F,0-17,Census 2022 basis,317100
2023-12-31,2023,14,F,18-29,Census 2022 basis,210755
2023-12-31,2023,14,F,30-44,Census 2022 basis,370071
2023-12-31,2023,14,F,45-64,Census 2022 basis,537955
2023-12-31,2023,14,F,65-74,Census 2022 basis,289423
2023-12-31,2023,14,F,75-84,Census 2022 basis,217504
2023-12-31,2023,14,F,85-89,Census 2022 basis,78794
2023-12-31,2023,14,F,90+,Census 2022 basis,36695
2023-12-31,2023,14,M,0-17,Census 2022 basis,335915
2023-12-31,2023,14,M,18-29,Census 2022 basis,233748
2023-12-31,2023,14,M,30-44,Census 2022 basis,400226
2023-12-31,2023,14,M,45-64,Census 2022 basis,561148
2023-12-31,2023,14,M,65-74,Census 2022 basis,250356
2023-12-31,2023,14,M,75-84,Census 2022 basis,155629
2023-12-31,2023,14,M,85-89,Census 2022 basis,45657
2023-12-31,2023,14,M,90+,Census 2022 basis,13713
2023-12-31,2023,15,F,0-17,Census 2022 basis,154576
2023-12-31,2023,15,F,18-29,Census 2022 basis,100323
2023-12-31,2023,15,F,30-44,Census 2022 basis,184220
2023-12-31,2023,15,F,45-64,Census 2022 basis,308124
2023-12-31,2023,15,F,65-74,Census 2022 basis,167172
2023-12-31,2023,15,F,75-84,Census 2022 basis,117988
2023-12-31,2023,15,F,85-89,Census 2022 basis,41443
2023-12-31,2023,15,F,90+,Census 2022 basis,18470
2023-12-31,2023,15,M,0-17,Census 2022 basis,167705
2023-12-31,2023,15,M,18-29,Census 2022 basis,115511
2023-12-31,2023,15,M,30-44,Census 2022 basis,198856
2023-12-31,2023,15,M,45-64,Census 2022 basis,313708
2023-12-31,2023,15,M,65-74,Census 2022 basis,144814
2023-12-31,2023,15,M,75-84,Census 2022 basis,83445
2023-12-31,2023,15,M,85-89,Census 2022 basis,22008
2023-12-31,2023,15,M,90+,Census 2022 basis,6207
2023-12-31,2023,16,F,0-17,Census 2022 basis,158518
2023-12-31,2023,16,F,18-29,Census 2022 basis,102408
2023-12-31,2023,16,F,30-44,Census 2022 basis,182597
2023-12-31,2023,16,F,45-64,Census 2022 basis,298373
2023-12-31,2023,16,F,65-74,Census 2022 basis,161783
2023-12-31,2023,16,F,75-84,Census 2022 basis,111748
2023-12-31,2023,16,F,85-89,Census 2022 basis,38376
2023-12-31,2023,16,F,90+,Census 2022 basis,16286
2023-12-31,2023,16,M,0-17,Census 2022 basis,167888
2023-12-31,2023,16,M,18-29,Census 2022 basis,117370
2023-12-31,2023,16,M,30-44,Census 2022 basis,199601
2023-12-31,2023,16,M,45-64,Census 2022 basis,307256
2023-12-31,2023,16,M,65-74,Census 2022 basis,143911
2023-12-31,2023,16,M,75-84,Census 2022 basis,81279
2023-12-31,2023,16,M,85-89,Census 2022 basis,21499
2023-12-31,2023,16,M,90+,Census 2022 basis,5977
2024-12-31,2024,01,F,0-17,Census 2022 basis,234630
2024-12-31,2024,01,F,18-29,Census 2022 basis,176015
2024-12-31,2024,01,F,30-44,Census 2022 basis,268948
2024-12-31,2024,01,F,45-64,Census 2022 basis,437080
2024-12-31,2024,01,F,65-74,Census 2022 basis,183928
2024-12-31,2024,01,F,75-84,Census 2022 basis,138058
2024-12-31,2024,01,F,85-89,Census 2022 basis,50995
2024-12-31,2024,01,F,90+,Census 2022 basis,21961
2024-12-31,2024,01,M,0-17,Census 2022 basis,247805
2024-12-31,2024,01,M,18-29,Census 2022 basis,192874
2024-12-31,2024,01,M,30-44,Census 2022 basis,273243
2024-12-31,2024,01,M,45-64,Census 2022 basis,419419
2024-12-31,2024,01,M,65-74,Census 2022 basis,164067
2024-12-31,2024,01,M,75-84,Census 2022 basis,109036
2024-12-31,2024,01,M,85-89,Census 2022 basis,32203
2024-12-31,2024,01,M,90+,Census 2022 basis,9255
2024-12-31,2024,02,F,0-17,Census 2022 basis,152600
2024-12-31,2024,02,F,18-29,Census 2022 basis,145835
2024-12-31,2024,02,F,30-44,Census 2022 basis,215681
2024-12-31,2024,02,F,45-64,Census 2022 basis,244328
2024-12-31,2024,02,F,65-74,Census 2022 basis,86604
2024-12-31,2024,02,F,75-84,Census 2022 basis,67876
2024-12-31,2024,02,F,85-89,Census 2022 basis,25492
2024-12-31,2024,02,F,90+,Census 2022 basis,12261
2024-12-31,2024,02,M,0-17,Census 2022 basis,163638
2024-12-31,2024,02,M,18-29,Census 2022 basis,145589
2024-12-31,2024,02,M,30-44,Census 2022 basis,216188
2024-12-31,2024,02,M,45-64,Census 2022 basis,242614
2024-12-31,2024,02,M,65-74,Census 2022 basis,73855
2024-12-31,2024,02,M,75-84,Census 2022 basis,50514
2024-12-31,2024,02,M,85-89,Census 2022 basis,14767
2024-12-31,2024,02,M,90+,Census 2022 basis,4723
2024-12-31,2024,03,F,0-17,Census 2022 basis,655214
2024-12-31,2024,03,F,18-29,Census 2022 basis,496845
2024-12-31,2024,03,F,30-44,Census 2022 basis,729653
2024-12-31,2024,03,F,45-64,Census 2022 basis,1143807
2024-12-31,2024,03,F,65-74,Census 2022 basis,496720
2024-12-31,2024,03,F,75-84,Census 2022 basis,340191
2024-12-31,2024,03,F,85-89,Census 2022 basis,130617
2024-12-31,2024,03,F,90+,Census 2022 basis,59741
2024-12-31,2024,03,M,0-17,Census 2022 basis,693303
2024-12-31,2024,03,M,18-29,Census 2022 basis,544788
2024-12-31,2024,03,M,30-44,Census 2022 basis,761160
2024-12-31,2024,03,M,45-64,Census 2022 basis,1122485
2024-12-31,2024,03,M,65-74,Census 2022 basis,454035
2024-12-31,2024,03,M,75-84,Census 2022 basis,271543
2024-12-31,2024,03,M,85-89,Census 2022 basis,80115
2024-12-31,2024,03,M,90+,Census 2022 basis,24272
2024-12-31,2024,04,F,0-17,Census 2022 basis,59276
2024-12-31,2024,04,F,18-29,Census 2022 basis,52755
2024-12-31,2024,04,F,30-44,Census 2022 basis,69658
2024-12-31,2024,04,F,45-64,Census 2022 basis,90853
2024-12-31,2024,04,F,65-74,Census 2022 basis,39388
2024-12-31,2024,04,F,75-84,Census 2022 basis,28736
2024-12-31,2024,04,F,85-89,Census 2022 basis,10734
2024-12-31,2024,04,F,90+,Census 2022 basis,4820
2024-12-31,2024,04,M,0-17,Census 2022 basis,62850
2024-12-31,2024,04,M,18-29,Census 2022 basis,58368
2024-12-31,2024,04,M,30-44,Census 2022 basis,74454
2024-12-31,2024,04,M,45-64,Census 2022 basis,89976
2024-12-31,2024,04,M,65-74,Census 2022 basis,33372
2024-12-31,2024,04,M,75-84,Census 2022 basis,21651
2024-12-31,2024,04,M,85-89,Census 2022 basis,6159
2024-12-31,2024,04,M,90+,Census 2022 basis,1831
2024-12-31,2024,05,F,0-17,Census 2022 basis,1487112
2024-12-31,2024,05,F,18-29,Census 2022 basis,1168800
2024-12-31,2024,05,F,30-44,Census 2022 basis,1727443
2024-12-31,2024,05,F,45-64,Census 2022 basis,2546807
2024-12-31,2024,05,F,65-74,Census 2022 basis,1087513
2024-12-31,2024,05,F,75-84,Census 2022 basis,726726
2024-12-31,2024,05,F,85-89,Census 2022 basis,282227
2024-12-31,2024,05,F,90+,Census 2022 basis,135362
2024-12-31,2024,05,M,0-17,Census 2022 basis,1576394
2024-12-31,2024,05,M,18-29,Census 2022 basis,1269000
2024-12-31,2024,05,M,30-44,Census 2022 basis,1784297
2024-12-31,2024,05,M,45-64,Census 2022 basis,2498338
2024-12-31,2024,05,M,65-74,Census 2022 basis,970901
2024-12-31,2024,05,M,75-84,Census 2022 basis,551680
2024-12-31,2024,05,M,85-89,Census 2022 basis,166756
2024-12-31,2024,05,M,90+,Census 2022 basis,55098
2024-12-31,2024,06,F,0-17,Census 2022 basis,520696
2024-12-31,2024,06,F,18-29,Census 2022 basis,407395
2024-12-31,2024,06,F,30-44,Census 2022 basis,612518
2024-12-31,2024,06,F,45-64,Census 2022 basis,887389
2024-12-31,2024,06,F,65-74,Census 2022 basis,365400
2024-12-31,2024,06,F,75-84,Census 2022 basis,253476
2024-12-31,2024,06,F,85-89,Census 2022 basis,92554
2024-12-31,2024,06,F,90+,Census 2022 basis,42463
2024-12-31,2024,06,M,0-17,Census 2022 basis,546869
2024-12-31,2024,06,M,18-29,Census 2022 basis,446440
2024-12-31,2024,06,M,30-44,Census 2022 basis,626830
2024-12-31,2024,06,M,45-64,Census 2022 basis,872434
2024-12-31,2024,06,M,65-74,Census 2022 basis,330309
2024-12-31,2024,06,M,75-84,Census 2022 basis,200064
2024-12-31,2024,06,M,85-89,Census 2022 basis,57434
2024-12-31,2024,06,M,90+,Census 2022 basis,18522
2024-12-31,2024,07,F,0-17,Census 2022 basis,336420
2024-12-31,2024,07,F,18-29,Census 2022 basis,248135
2024-12-31,2024,07,F,30-44,Census 2022 basis,384820
2024-12-31,2024,07,F,45-64,Census 2022 basis,587230
2024-12-31,2024,07,F,65-74,Census 2022 basis,268063
2024-12-31,2024,07,F,75-84,Census 2022 basis,165825
2024-12-31,2024,07,F,85-89,Census 2022 basis,64176
2024-12-31,2024,07,F,90+,Census 2022 basis,30505
2024-12-31,2024,07,M,0-17,Census 2022 basis,355256
2024-12-31,2024,07,M,18-29,Census 2022 basis,275105
2024-12-31,2024,07,M,30-44,Census 2022 basis,402881
2024-12-31,2024,07,M,45-64,Census 2022 basis,578493
2024-12-31,2024,07,M,65-74,Census 2022 basis,248523
2024-12-31,2024,07,M,75-84,Census 2022 basis,131568
2024-12-31,2024,07,M,85-89,Census 2022 basis,39597
2024-12-31,2024,07,M,90+,Census 2022 basis,12972
2024-12-31,2024,08,F,0-17,Census 2022 basis,947910
2024-12-31,2024,08,F,18-29,Census 2022 basis,740841
2024-12-31,2024,08,F,30-44,Census 2022 basis,1087895
2024-12-31,2024,08,F,45-64,Census 2022 basis,1551086
2024-12-31,2024,08,F,65-74,Census 2022 basis,650573
2024-12-31,2024,08,F,75-84,Census 2022 basis,439814
2024-12-31,2024,08,F,85-89,Census 2022 basis,170068
2024-12-31,2024,08,F,90+,Census 2022 basis,78213
2024-12-31,2024,08,M,0-17,Census 2022 basis,997357
2024-12-31,2024,08,M,18-29,Census 2022 basis,821598
2024-12-31,2024,08,M,30-44,Census 2022 basis,1139425
2024-12-31,2024,08,M,45-64,Census 2022 basis,1538544
2024-12-31,2024,08,M,65-74,Census 2022 basis,589807
2024-12-31,2024,08,M,75-84,Census 2022 basis,348206
2024-12-31,2024,08,M,85-89,Census 2022 basis,108259
2024-12-31,2024,08,M,90+,Census 2022 basis,36302
2024-12-31,2024,09,F,0-17,Census 2022 basis,1086631
2024-12-31,2024,09,F,18-29,Census 2022 basis,844960
2024-12-31,2024,09,F,30-44,Census 2022 basis,1299362
2024-12-31,2024,09,F,45-64,Census 2022 basis,1862480
2024-12-31,2024,09,F,65-74,Census 2022 basis,768759
2024-12-31,2024,09,F,75-84,Census 2022 basis,532677
2024-12-31,2024,09,F,85-89,Census 2022 basis,195390
2024-12-31,2024,09,F,90+,Census 2022 basis,87891
2024-12-31,2024,09,M,0-17,Census 2022 basis,1148662
2024-12-31,2024,09,M,18-29,Census 2022 basis,940747
2024-12-31,2024,09,M,30-44,Census 2022 basis,1359964
2024-12-31,2024,09,M,45-64,Census 2022 basis,1847302
2024-12-31,2024,09,M,65-74,Census 2022 basis,695921
2024-12-31,2024,09,M,75-84,Census 2022 basis,419451
2024-12-31,2024,09,M,85-89,Census 2022 basis,121232
2024-12-31,2024,09,M,90+,Census 2022 basis,37499
2024-12-31,2024,10,F,0-17,Census 2022 basis,75535
2024-12-31,2024,10,F,18-29,Census 2022 basis,58910
2024-12-31,2024,10,F,30-44,Census 2022 basis,92386
2024-12-31,2024,10,F,45-64,Census 2022 basis,143941
2024-12-31,2024,10,F,65-74,Census 2022 basis,72440
2024-12-31,2024,10,F,75-84,Census 2022 basis,43951
2024-12-31,2024,10,F,85-89,Census 2022 basis,18048
2024-12-31,2024,10,F,90+,Census 2022 basis,8286
2024-12-31,2024,10,M,0-17,Census 2022 basis,80625
2024-12-31,2024,10,M,18-29,Census 2022 basis,65562
2024-12-31,2024,10,M,30-44,Census 2022 basis,97993
2024-12-31,2024,10,M,45-64,Census 2022 basis,140001
2024-12-31,2024,10,M,65-74,Census 2022 basis,66829
2024-12-31,2024,10,M,75-84,Census 2022 basis,33954
2024-12-31,2024,10,M,85-89,Census 2022 basis,10348
